121.8;0.2837;0.0013
123.1;0.412;0.005
244.7;0.0753;0.0004
344.3;0.2657;0.0011
411.1;0.02238;0.0001
444.0;0.03125;0.00014
778.9;0.1297;0.0006
867.4;0.04214;0.00025
964.0;0.1463;0.0006
1085.9;0.1013;0.0005
1089.7;0.01731;0.00009
1112.1;0.1354;0.0006
1212.9;0.01412;0.00008
1299.1;0.01626;0.00011
1408.0;0.2085;0.0009
